ID,Topic,Sentiment
878,"muôn đời không khá được vì cái thói tham vặt , tham lam vô đáy việt nam ạ",Negative
879,"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn",Negative
880,sao lại bất công thế,Negative
881,nó đi theo gái thì co,Negative
882,là gặp đúng người nhưng lại chẳng đúng thời điểm . cuối cùng vẫn là chúng ta bỏ lỡ nhau 😥😥😥,Negative
883,chuẩn khi người ta gặp nạn không lo cứu đứng lấy dt ra quay rùi đăng kẻ đó mới là người cần lên án,Negative
884,chia buồn cùng nước pháp .,Negative
885,con nhà mất dạy,Negative
886,sau này mình có được như vầy không nhỉ 😊,Neutral
887,1 % kìa rồi ra cổng gọi thế nào :)),Negative
888,lúc dỗi thì càng dễ thương hơn,Positive
889,hình vui mà sao đọc lại muốn khóc nhĩ ...,Negative
890,cách tạo nghiệp chướng nhanh và hiệu quả :)),Positive
891,trông mặt buồn chưa kìa per :(,Negative
892,giá như anh được ào rơi về quá khứ ....,Neutral
893,tao thì muốn là đéo bao giờ . nhưng mẹ tao thì muốn ngay bây giờ 😢,Negative
894,đã tới tuổi thay đường ray rồi mà không thay,Neutral
895,chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,Negative
896,cái quần tà lỏn xanhhhh,Neutral
897,thật tình mà nói cao su phát triển đất đồi là sai lầm .,Neutral
898,mấy bé đừng tưởng giận lại là ngon ạ :v có khi giận lại xog nó giết luôn đấy :),Neutral
899,per mốt mua son anh sài luôn,Neutral
900,"per bất hạnh thật tao với mày mua bánh ăn chung đi , cóc cần gấu 🤨",Negative
901,tội quá ! nuôi mà không chăm sóc,Negative
902,không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌,Negative
903,bao giờ mua bánh tặng gấu thì tao mới mua nhá . ở đấy mà chê tao bất hạnh,Negative
904,rất nguy hiểm nhé nhảy không qua là xác định dập mặt,Negative
905,đm nhà bà . con gái người ta nuôi lớn không báo đáp được gì đã về làm dâu nhà bà . nó lấy chồng chứ có làm giúp việc cho nhà bà đâu mà hành hạ nó thế .,Negative
906,"xã hội thật phức tợp , huhu . không muốn sống chung loài người nữa , tao về núi đây",Negative
907,đã khóc . cha mẹ là người luôn yêu thương minh nhất,Negative
908,không lo chạy bo đi còn tạo sấm sét doạ người lứa,Negative
909,ngày xưa đi học đạp xe qua cứ tưởng được quay phim đưa lên truyền hình :)),Positive
910,lừa cả tỉ đồng mà đóng phạt 5tr :)) thế này thì răn đe cũng,Negative
911,hay qua hoc theo cho vui,Positive
912,bụng công nhân thành hố chôn lợn dịch,Negative
913,tươi ngon sạch sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò,Negative
914,đáng yêu vậy =))),Positive
915,"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không",Negative
916,nhìn sợ vãi ra,Negative
917,"bởi vậy , nên tỏ ra là 1 người không cảm xúc",Neutral
918,cả 1 đời người chẳng mong gì chỉ mong từ đây đến phút cuối vẫn có người không quên mình đã từng tồn tại,Negative
919,coi mà lộn ruột .,Negative
920,a per doi dap rat tuyet voi . chuc anh thanh cong trong vu nay .,Positive
921,dân kinh doanh khoái đi chợ này lắm nè,Positive
922,tiếc cho mối tình ấy ....,Negative
923,nhanh bất ngờ đấy,Neutral
924,tao cũng phải về mở cho mẹ tao coi 😂😂,Positive
925,hơi bị nhanh trí :)),Positive
926,giun này mà xào thêm ít xả ớt thì tuyệt cú mèo 🤣,Positive
927,cưng xỉu ??,Positive
928,"ngày trước cái thằng ngồi cạnh nhờ nó né cái mông để lấy cái bút dưới bàn nó nó đéo né . cuối cùng nó phải lên phòng ý tế băng đầu ( lớp 1 🤣) "" tôi đã nợ chàng trai ấy một cái "" đập đầu "" ""🤣",Negative
929,êu tự ý đụng chạm vào người khác đã là vô duyên hãm lồn rồi . nhất là con gái . bọn này ý thức như đách lol,Negative
930,nhớ tới mối tình đơn phương !,Negative
931,dã man quá ..,Negative
932,"nhẹ tay quá phải hơn nữa , may mắn là nó chưa cắn ai hay làm gì ai",Negative
933,per ly trà sen của anh đem qua có ngày nó thành như v đó 😭😭 hức hức ...,Negative
934,chẳng bù tuổi thơ tao đi học toàn gặp mấy thằng ông nội mắc thần bố . gặp mặt tao là đánh với bắt nạt tao có trò mới là bắt tao ra thử trước bà mẹ nó :))) cái phường bất lương,Negative
935,per my nè kkk,Positive
936,may không có ai trong nhà,Neutral
937,ngồi ăn mà 3 đứa cứ nhìn châm châm thế này sao nuốt nổi ??????,Neutral
938,có gì vui không nhỉ,Neutral
939,gắn bó thời sinh viên nè,Positive
940,"thôi mày đừng saolol , hoang tưởng thâm niên à , nó mở mồm ra cái là nó đào cả họ hàng mày nên nó chửi cho biết mặt . nhìn lằm nhìn lốn 😒😒",Negative
941,"haha dần dần phải kiềm chế , khắc phục sẽ không đáng sợ không bằng vũ lực hành động mà nói đâu chết đó :)) kaka",Positive
942,vì mình chỉ là giờ giải lao trong một hiệp chơi chính của họ,Negative
943,sợ thế,Negative
944,hihi mắc cười quá,Positive
945,"per anh không nặn đi , mai mốt nó sẽ chaii dầy nè hihii :)))",Positive
946,bn tao vẽ đẹp vãi nhưng nó lại mắc bệnh lười nếu nó vẽ thì nó sẽ vẽ he .. n .... tai :v,Neutral
947,đi chơi còn bỏ quên cả não ấy,Negative
948,hú hồn chim én :) nào làm ra này chắc cũng ngáo dữ :) chắc add không sợ nhện :),Negative
949,yêu dã man kkk,Positive
950,"đất nước bao nhiêu khoản phải tri trả , nhưng phải trả cho một đám cổ động viên quá khích thì quả là không đáng , các cụ đã bảo mọi sự ngu dốt đều phải trá giá bằng tiền mặt , bảo dân trí thấp lại tự ái :))",Negative
951,"chỉ là nghe bạn nói , chẳng thấy bằng chứng đâu",Neutral
952,"hành nó đưa đèn ông sao lên nữa chứ , ác vãi , ta nhớ lại còn cay ?",Negative
953,đẹp trai mà bị đá à =)),Neutral
954,kiểu định share vì thấy tinh thần khá hơn nhưng đọc bình luận xong kiểu nhiều đứa còn tiêu cực hơn mình :<,Negative
955,đắt quá thôi không ly hôn nữa,Neutral
956,thôi tốt nhất đừng có diễn . nể nhất mấy bố giả vờ khóc xong ôm ôm lợi dụng rờ mông con gái nhà người ta,Negative
957,"gặp cái này "" sun "" mẹ nó vào ... :))",Negative
958,"chuẩn . tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét , sau đó bị trầm cảm .",Negative
959,bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu,Negative
960,nhưng mà người khác nhìn vào bảo thế là lẳng lơ,Negative
961,nhìn 2 đôi giày đó mà nói 1967 .... thôi thôi !!!!,Neutral
962,chẳng ai biết và riêng mình càng không muốn biết !,Neutral
963,"per đoạn thằng kia tán trái sầu riêng , không trượt phát nào 🤣🤣",Positive
964,đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =)),Neutral
965,bài lồn đó nghe hãm vãi đéo hiểu sao lại thích,Negative
966,per giống câu chuyện anh kể hôm bữa qua ha ... con chó này 3 lanh thiệt ak ...,Neutral
967,bạn khốn nạn,Negative
968,t mới tính tới bước thất bại chưa tính tới thành công :)),Negative
969,còn buồn hơn là cố quan tâm thế nào họ vẫn không hề rep lại,Negative
970,h chỉ pk nhìn họ bên người khác :((,Negative
971,tao cũng vậy nè . lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ . mệt mỏi,Negative
972,"66 năm không làm việc nhà giúp vợ hoặc có làm thì cũng phát được , phát không",Negative
973,buồn cười 😂😂,Positive
974,cãi tay đôi luôn hahhaa,Positive
975,cứ mỗi lần cắt tóc xong tao lại thấy biết ơn bố mẹ vì đã sinh ra tao đzai vãi :))),Positive
976,buồn nào rồi cũng sẽ qua chỉ có buồn ngủ không tha ngày nào thôi,Neutral
977,per =))))) đúng kiểu sáng tạo :)),Positive
978,"cắt cái tai vứt mẹ cho rồi , gớm chết mẹ",Negative
979,"ai nói kết có hậu , đầu khấc mất vợ tương lai kia kìa",Negative
980,"hồi trước nghe câu : "" gái ham tài , trai ham sắc "" nên cố học hành cho nó ham , ai ngờ giờ mới biết nó ham tài sản chứ không phải tài năng .",Negative
981,thế giới này thật đáng sợ :3 trả đĩa bay cho tôi về đi :3,Negative
982,per đã thích phá game còn thích hổ báo,Negative
983,"thật ra nó không quên đường về nhà đâu , nó muốn đi bụi thôi",Neutral
984,t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn,Negative
985,đmm cái quần ngàn thu,Negative
986,per bài của anh luôn nè,Neutral
987,nhưng liệu như vậy sẽ dễ dàng để người khác xen vào không :),Neutral
988,xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe ́ o đa ́ không đâu,Negative
989,em này xinh vãi các bác ạ .,Positive
990,thì ghi bằng tay phải cho nhanh,Neutral
991,đáng iêu vãi =]],Positive
992,anh tây nói tiếng việt giỏi thiệt .,Neutral
993,có người đến gần cuối đời rồi vẫn còn khổ ! :(,Negative
994,mày xuống thì xuống mẹ mày đi . ngứa cả mắt 😩😩😩😩😩,Negative
995,phim này hay dã man luôn - có ai biết phim nào kiểu dạng này nữa o 😍😍😍,Positive
996,"dume về bố lại táng cho bờm đầu , có thể là lần cuối được đi xem đá bóng của cháu nó :))",Negative
997,làm như đứa con gái nào cũng ham tiền . gái tốt thíu gì,Negative
998,"khuyến cáo "" đừng nên học võ khi không có tiền mua dụng cụ "" per",Neutral
999,hết muốn ăn luôn,Negative
1000,vợ chồng đã hiểu và sống tốt . thì với tôi ngày nào cũng là ngày tao / y .,Positive
1001,gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt,Negative
1002,tha cho cô chú đó đi,Negative
1003,"những người trẻ với tấm lòng nhân hậu , các bạn thật đáng yêu .",Positive
1004,nghe cũng đúng đúng :)),Positive
1005,chuẩn,Positive
1006,"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò",Negative
1007,waooooo . hợp lí ghe,Positive
1008,nhìn thôi đã đau lòng,Negative
1009,ở miền nam nó vẫn không được giá như trước nhưng cũng dư giả,Neutral
1010,per sợ nhện đúng không :)),Negative
1011,per sau khi cưới,Neutral
1012,"per bắt được chắc nó mềm xương , chơi mất dạy 😔😔",Negative
1013,con này không có cái quần nào mặc cho đàng hoàng 🤦‍♀️,Negative
1014,mấy nay tao cũng bị ám ảnh,Negative
1015,"có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết , làm đánh đít xong cả tiếng trời không hết",Negative
1016,nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay,Positive
1017,"đúng rồi , tưởng vậy nhưng hóa ra không phải ...",Neutral
1018,dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka,Positive
1019,"phải người vô ý thức , đành rằng người ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn trọng người khác , có tôn trọng người thì người mới tôn trọng mình . kể cả người ta đi ăn xin mình cũng cho đoàng hoàng chứ không thể cầm tiền quăng cái víu vào người ta được",Negative
1020,rồi các em cũng ăn cứt thôi :)),Negative
1021,ukm . nguy hiểm thật :'<,Negative
1022,quá độc ác,Negative
1023,per tao đã làm cho mày đau lòng nhiều lắm ư 🤔,Negative
1024,đi tù thôi các cháu,Negative
1025,"ghê tởm , ông thầy đó 🙄",Negative
1026,"mày đúng là nên gặp bác sĩ tâm lý , và hoàn toàn nghe theo bác sĩ",Neutral
1027,đm tao biết trước cả sự việc kiểu lìn gì cũng có nhện nhảy lên màn hình . vì mấy năm trước cũng có 1 thể loại giống như vậy . đm hú nhồn,Negative
1028,đôi khi công việc không áp lực .... nhưng chính môi trường làm mọi thứ trở nên áp lực,Neutral
1029,hỏi lồn gì lắm thế,Negative
1030,bài này hay quá,Neutral
1031,hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu mè cho đẹp xong lên trả bài bị bà cô trừ điểm ????,Negative
1032,"giơ cao đánh khẽ , cảnh cáo cho có lệ",Negative
1033,tao thầy mày cười hí hửng vại mà ?,Positive
1034,gần 1h đêm là con trai mà xem xong nói chuyện mắt vẫn rỡi 😔😔,Negative
1035,mới có 3 năm thôi mà ... vậy mà chúng ta còn không tụ họp được lần nào cả,Negative
1036,những người như thế này tử hình,Negative
1037,ngôn tình từ anh mà ra,Positive
1038,đm phí hết sức :((,Negative
1039,🙁 bị rớt tiền,Negative
1040,"tôi kể các bạn nghe 1 chuyện có dính 1 tý với caphe tn : chuyện thế này ba vợ tôi có 1 người bạn rất khó khắn nghèo và đang trốn nợ , ba tôi cho ông chiếc xe máy củ để đi xe ôm . vợ chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm công cho nhà máy caphe tn trong 4 năm học được nghề làm caphe và sáng lập caphe tuấn kiệt caphe công thức y chang tn bán hợp lý hơn ! ngày nay ông chủ tuấn kiệt đã là 1 đại gia có nhà máy ở sốc trăng , ông ấy đi tìm và trả nợ từng người ơn của mình ! mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn nhậu ! trong lúc ngà ngà ông ấy nói "" em chả bao giờ uống caphe của em làm , tn cũng vậy "" thế đó",Negative
